"[-0.204, 0.579, -1.011, -2.42, 0.053, 1.084],""[-1.006, -0.022, 0.148, 3.725, -3.046, -0.603]"""
"[-0.204, 0.579, -1.011, -2.42, 0.053, 1.084],""[-1.006, -0.022, 0.148, 3.725, -3.046, -0.603]"""
"[-0.204, 0.579, -1.011, -2.42, 0.053, 1.084],""[-1.006, -0.022, 0.148, 3.725, -3.046, -0.603]"""
"[-0.204, 0.579, -1.011, -2.42, 0.053, 1.084],""[-1.006, -0.022, 0.148, 3.725, -3.046, -0.603]"""
"[-0.204, 0.579, -1.011, -2.42, 0.053, 1.084],""[-1.006, -0.022, 0.148, 3.725, -3.046, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.034, 0.043, 0.166, 3.718, -3.145, -0.626]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.034, 0.043, 0.166, 3.718, -3.145, -0.626]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.034, 0.043, 0.166, 3.718, -3.145, -0.626]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.034, 0.043, 0.166, 3.718, -3.145, -0.626]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.034, 0.043, 0.166, 3.718, -3.145, -0.626]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.034, 0.043, 0.166, 3.718, -3.145, -0.626]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.034, 0.043, 0.166, 3.718, -3.145, -0.626]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.034, 0.043, 0.166, 3.718, -3.145, -0.626]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.034, 0.043, 0.166, 3.718, -3.145, -0.626]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.034, 0.043, 0.166, 3.718, -3.145, -0.626]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.034, 0.043, 0.166, 3.718, -3.145, -0.626]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.16, 0.541, -1.012, -2.397, -0.229, 1.053],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.022, -0.01, 0.164, 3.725, -2.954, -0.603]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.045, 0.013, 0.159, 3.695, -3.008, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.017, -0.028, 0.161, 3.786, -3.107, -0.595]"""
"[-0.134, 0.56, -1.071, -2.481, -0.206, 1.061],""[-1.025, -0.011, 0.181, 3.641, -2.977, -0.687]"""
"[-0.165, 0.558, -1.007, -2.435, -0.282, 1.122],""[-1.025, -0.011, 0.181, 3.641, -2.977, -0.687]"""
"[-0.165, 0.558, -1.007, -2.435, -0.282, 1.122],""[-1.025, -0.011, 0.181, 3.641, -2.977, -0.687]"""
"[-0.165, 0.558, -1.007, -2.435, -0.282, 1.122],""[-1.025, -0.011, 0.181, 3.641, -2.977, -0.687]"""
"[-0.165, 0.558, -1.007, -2.435, -0.282, 1.122],""[-1.025, -0.011, 0.181, 3.641, -2.977, -0.687]"""
"[-0.165, 0.558, -1.007, -2.435, -0.282, 1.122],""[-1.025, -0.011, 0.181, 3.641, -2.977, -0.687]"""
"[-0.165, 0.558, -1.007, -2.435, -0.282, 1.122],""[-1.025, -0.011, 0.181, 3.641, -2.977, -0.687]"""
"[-0.165, 0.558, -1.007, -2.435, -0.282, 1.122],""[-1.025, -0.011, 0.181, 3.641, -2.977, -0.687]"""
"[-0.165, 0.558, -1.007, -2.435, -0.282, 1.122],""[-1.025, -0.011, 0.181, 3.641, -2.977, -0.687]"""
"[-0.165, 0.558, -1.007, -2.435, -0.282, 1.122],""[-1.025, -0.011, 0.181, 3.641, -2.977, -0.687]"""
"[-0.165, 0.558, -1.007, -2.435, -0.282, 1.122],""[-1.025, -0.011, 0.181, 3.641, -2.977, -0.687]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.018, 0, 0.175, 3.695, -2.916, -0.58]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.036, -0.028, 0.183, 3.71, -3.092, -0.611]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.036, -0.028, 0.183, 3.71, -3.092, -0.611]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.036, -0.028, 0.183, 3.71, -3.092, -0.611]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.036, -0.028, 0.183, 3.71, -3.092, -0.611]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.036, -0.028, 0.183, 3.71, -3.092, -0.611]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.036, -0.028, 0.183, 3.71, -3.092, -0.611]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.036, -0.028, 0.183, 3.71, -3.092, -0.611]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.036, -0.028, 0.183, 3.71, -3.092, -0.611]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.036, -0.028, 0.183, 3.71, -3.092, -0.611]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.036, -0.028, 0.183, 3.71, -3.092, -0.611]"""
"[-0.187, 0.563, -1.013, -2.405, -0.229, 1],""[-1.036, -0.028, 0.183, 3.71, -3.092, -0.611]"""
"[-0.206, 0.558, -1.031, -2.374, -0.267, 1.031],""[-1.036, -0.022, 0.178, 3.634, -2.924, -0.672]"""
"[-0.206, 0.558, -1.031, -2.374, -0.267, 1.031],""[-1.036, -0.022, 0.178, 3.634, -2.924, -0.672]"""
"[-0.206, 0.558, -1.031, -2.374, -0.267, 1.031],""[-1.036, -0.022, 0.178, 3.634, -2.924, -0.672]"""
"[-0.206, 0.558, -1.031, -2.374, -0.267, 1.031],""[-1.036, -0.022, 0.178, 3.634, -2.924, -0.672]"""
"[-0.206, 0.558, -1.031, -2.374, -0.267, 1.031],""[-1.036, -0.022, 0.178, 3.634, -2.924, -0.672]"""
"[-0.206, 0.558, -1.031, -2.374, -0.267, 1.031],""[-1.036, -0.022, 0.178, 3.634, -2.924, -0.672]"""
"[-0.206, 0.558, -1.031, -2.374, -0.267, 1.031],""[-1.036, -0.022, 0.178, 3.634, -2.924, -0.672]"""
"[-0.206, 0.558, -1.031, -2.374, -0.267, 1.031],""[-1.036, -0.022, 0.178, 3.634, -2.924, -0.672]"""
"[-0.206, 0.558, -1.031, -2.374, -0.267, 1.031],""[-1.036, -0.022, 0.178, 3.634, -2.924, -0.672]"""
"[-0.206, 0.558, -1.031, -2.374, -0.267, 1.031],""[-1.036, -0.022, 0.178, 3.634, -2.924, -0.672]"""
"[-0.206, 0.558, -1.031, -2.374, -0.267, 1.031],""[-1.036, -0.022, 0.178, 3.634, -2.924, -0.672]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.204, 0.558, -1.012, -2.412, -0.229, 1.046],""[-1.014, -0.014, 0.174, 3.618, -3.107, -0.534]"""
"[-0.207, 0.56, -0.999, -2.42, -0.221, 1.099],""[-1.039, -0.034, 0.17, 3.656, -3.031, -0.603]"""
"[-0.207, 0.56, -0.999, -2.42, -0.221, 1.099],""[-1.039, -0.034, 0.17, 3.656, -3.031, -0.603]"""
"[-0.207, 0.56, -0.999, -2.42, -0.221, 1.099],""[-1.039, -0.034, 0.17, 3.656, -3.031, -0.603]"""
"[-0.207, 0.56, -0.999, -2.42, -0.221, 1.099],""[-1.039, -0.034, 0.17, 3.656, -3.031, -0.603]"""
"[-0.207, 0.56, -0.999, -2.42, -0.221, 1.099],""[-1.039, -0.034, 0.17, 3.656, -3.031, -0.603]"""
"[-0.207, 0.56, -0.999, -2.42, -0.221, 1.099],""[-1.039, -0.034, 0.17, 3.656, -3.031, -0.603]"""
"[-0.207, 0.56, -0.999, -2.42, -0.221, 1.099],""[-1.039, -0.034, 0.17, 3.656, -3.031, -0.603]"""
"[-0.207, 0.56, -0.999, -2.42, -0.221, 1.099],""[-1.039, -0.034, 0.17, 3.656, -3.031, -0.603]"""
"[-0.207, 0.56, -0.999, -2.42, -0.221, 1.099],""[-1.039, -0.034, 0.17, 3.656, -3.031, -0.603]"""
"[-0.207, 0.56, -0.999, -2.42, -0.221, 1.099],""[-1.039, -0.034, 0.17, 3.656, -3.031, -0.603]"""
"[-0.207, 0.56, -0.999, -2.42, -0.221, 1.099],""[-1.039, -0.034, 0.17, 3.656, -3.031, -0.603]"""
"[-0.207, 0.56, -0.999, -2.42, -0.221, 1.099],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.033, -0.022, 0.168, 3.748, -3.008, -0.664]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.018, -0.043, 0.17, 3.71, -3.092, -0.618]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.018, -0.043, 0.17, 3.71, -3.092, -0.618]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.018, -0.043, 0.17, 3.71, -3.092, -0.618]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.018, -0.043, 0.17, 3.71, -3.092, -0.618]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.018, -0.043, 0.17, 3.71, -3.092, -0.618]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.018, -0.043, 0.17, 3.71, -3.092, -0.618]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.018, -0.043, 0.17, 3.71, -3.092, -0.618]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.018, -0.043, 0.17, 3.71, -3.092, -0.618]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.018, -0.043, 0.17, 3.71, -3.092, -0.618]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.018, -0.043, 0.17, 3.71, -3.092, -0.618]"""
"[-0.205, 0.569, -0.965, -2.282, -0.282, 0.969],""[-1.045, -0.013, 0.192, 3.702, -2.977, -0.58]"""
"[-0.218, 0.55, -1.055, -2.366, -0.237, 1.084],""[-1.045, -0.013, 0.192, 3.702, -2.977, -0.58]"""
"[-0.218, 0.55, -1.055, -2.366, -0.237, 1.084],""[-1.045, -0.013, 0.192, 3.702, -2.977, -0.58]"""
"[-0.218, 0.55, -1.055, -2.366, -0.237, 1.084],""[-1.045, -0.013, 0.192, 3.702, -2.977, -0.58]"""
"[-0.218, 0.55, -1.055, -2.366, -0.237, 1.084],""[-1.045, -0.013, 0.192, 3.702, -2.977, -0.58]"""
"[-0.218, 0.55, -1.055, -2.366, -0.237, 1.084],""[-1.045, -0.013, 0.192, 3.702, -2.977, -0.58]"""
"[-0.218, 0.55, -1.055, -2.366, -0.237, 1.084],""[-1.045, -0.013, 0.192, 3.702, -2.977, -0.58]"""
"[-0.218, 0.55, -1.055, -2.366, -0.237, 1.084],""[-1.045, -0.013, 0.192, 3.702, -2.977, -0.58]"""
"[-0.218, 0.55, -1.055, -2.366, -0.237, 1.084],""[-1.045, -0.013, 0.192, 3.702, -2.977, -0.58]"""
"[-0.218, 0.55, -1.055, -2.366, -0.237, 1.084],""[-1.045, -0.013, 0.192, 3.702, -2.977, -0.58]"""
"[-0.218, 0.55, -1.055, -2.366, -0.237, 1.084],""[-1.045, -0.013, 0.192, 3.702, -2.977, -0.58]"""
"[-0.218, 0.55, -1.055, -2.366, -0.237, 1.084],""[-1.023, -0.028, 0.176, 3.634, -3.107, -0.641]"""
"[-0.238, 0.545, -1.043, -2.412, -0.252, 0.962],""[-1.023, -0.028, 0.176, 3.634, -3.107, -0.641]"""
"[-0.238, 0.545, -1.043, -2.412, -0.252, 0.962],""[-1.023, -0.028, 0.176, 3.634, -3.107, -0.641]"""
