"[-0.296, 0.514, -1.018, -1.84, 0.168, 0.481],""[-1.01, -0.064, 0.15, 3.733, -3.038, -0.58]"""
"[-0.296, 0.514, -1.018, -1.84, 0.168, 0.481],""[-1.01, -0.064, 0.15, 3.733, -3.038, -0.58]"""
"[-0.296, 0.514, -1.018, -1.84, 0.168, 0.481],""[-1.01, -0.064, 0.15, 3.733, -3.038, -0.58]"""
"[-0.296, 0.514, -1.018, -1.84, 0.168, 0.481],""[-1.01, -0.064, 0.15, 3.733, -3.038, -0.58]"""
"[-0.312, 0.527, -0.943, -1.687, -0.328, 0.458],""[-1.024, -0.051, 0.166, 3.695, -3.069, -0.679]"""
"[-0.312, 0.527, -0.943, -1.687, -0.328, 0.458],""[-1.024, -0.051, 0.166, 3.695, -3.069, -0.679]"""
"[-0.312, 0.527, -0.943, -1.687, -0.328, 0.458],""[-1.024, -0.051, 0.166, 3.695, -3.069, -0.679]"""
"[-0.312, 0.527, -0.943, -1.687, -0.328, 0.458],""[-1.024, -0.051, 0.166, 3.695, -3.069, -0.679]"""
"[-0.312, 0.527, -0.943, -1.687, -0.328, 0.458],""[-1.024, -0.051, 0.166, 3.695, -3.069, -0.679]"""
"[-0.312, 0.527, -0.943, -1.687, -0.328, 0.458],""[-1.024, -0.051, 0.166, 3.695, -3.069, -0.679]"""
"[-0.312, 0.527, -0.943, -1.687, -0.328, 0.458],""[-1.024, -0.051, 0.166, 3.695, -3.069, -0.679]"""
"[-0.312, 0.527, -0.943, -1.687, -0.328, 0.458],""[-1.024, -0.051, 0.166, 3.695, -3.069, -0.679]"""
"[-0.352, 0.535, -0.913, -1.855, -0.939, 0.267],""[-1.037, -0.036, 0.159, 3.656, -3.038, -0.664]"""
"[-0.352, 0.535, -0.913, -1.855, -0.939, 0.267],""[-1.037, -0.036, 0.159, 3.656, -3.038, -0.664]"""
"[-0.352, 0.535, -0.913, -1.855, -0.939, 0.267],""[-1.037, -0.036, 0.159, 3.656, -3.038, -0.664]"""
"[-0.352, 0.535, -0.913, -1.855, -0.939, 0.267],""[-1.037, -0.036, 0.159, 3.656, -3.038, -0.664]"""
"[-0.352, 0.535, -0.913, -1.855, -0.939, 0.267],""[-1.037, -0.036, 0.159, 3.656, -3.038, -0.664]"""
"[-0.352, 0.535, -0.913, -1.855, -0.939, 0.267],""[-1.037, -0.036, 0.159, 3.656, -3.038, -0.664]"""
"[-0.352, 0.535, -0.913, -1.855, -0.939, 0.267],""[-1.037, -0.036, 0.159, 3.656, -3.038, -0.664]"""
"[-0.383, 0.544, -0.909, -1.45, -1.481, 0.366],""[-1.06, -0.096, 0.134, 3.679, -3.107, -0.58]"""
"[-0.383, 0.544, -0.909, -1.45, -1.481, 0.366],""[-1.06, -0.096, 0.134, 3.679, -3.107, -0.58]"""
"[-0.383, 0.544, -0.909, -1.45, -1.481, 0.366],""[-1.06, -0.096, 0.134, 3.679, -3.107, -0.58]"""
"[-0.383, 0.544, -0.909, -1.45, -1.481, 0.366],""[-1.06, -0.096, 0.134, 3.679, -3.107, -0.58]"""
"[-0.383, 0.544, -0.909, -1.45, -1.481, 0.366],""[-1.06, -0.096, 0.134, 3.679, -3.107, -0.58]"""
"[-0.383, 0.544, -0.909, -1.45, -1.481, 0.366],""[-1.06, -0.096, 0.134, 3.679, -3.107, -0.58]"""
"[-0.476, 0.561, -0.864, -1.405, -2.069, 0.962],""[-1.06, -0.096, 0.134, 3.679, -3.107, -0.58]"""
"[-0.476, 0.561, -0.864, -1.405, -2.069, 0.962],""[-1.035, -0.045, 0.159, 3.718, -2.954, -0.641]"""
"[-0.476, 0.561, -0.864, -1.405, -2.069, 0.962],""[-1.035, -0.045, 0.159, 3.718, -2.954, -0.641]"""
"[-0.476, 0.561, -0.864, -1.405, -2.069, 0.962],""[-1.035, -0.045, 0.159, 3.718, -2.954, -0.641]"""
"[-0.476, 0.561, -0.864, -1.405, -2.069, 0.962],""[-1.035, -0.045, 0.159, 3.718, -2.954, -0.641]"""
"[-0.476, 0.561, -0.864, -1.405, -2.069, 0.962],""[-1.035, -0.045, 0.159, 3.718, -2.954, -0.641]"""
"[-0.476, 0.561, -0.864, -1.405, -2.069, 0.962],""[-1.035, -0.045, 0.159, 3.718, -2.954, -0.641]"""
"[-0.592, 0.552, -0.847, -1.443, -2.832, 1.084],""[-1.027, -0.044, 0.157, 3.702, -3.061, -0.595]"""
"[-0.592, 0.552, -0.847, -1.443, -2.832, 1.084],""[-1.027, -0.044, 0.157, 3.702, -3.061, -0.595]"""
"[-0.592, 0.552, -0.847, -1.443, -2.832, 1.084],""[-1.027, -0.044, 0.157, 3.702, -3.061, -0.595]"""
"[-0.592, 0.552, -0.847, -1.443, -2.832, 1.084],""[-1.027, -0.044, 0.157, 3.702, -3.061, -0.595]"""
"[-0.592, 0.552, -0.847, -1.443, -2.832, 1.084],""[-1.027, -0.044, 0.157, 3.702, -3.061, -0.595]"""
"[-0.592, 0.552, -0.847, -1.443, -2.832, 1.084],""[-1.027, -0.044, 0.157, 3.702, -3.061, -0.595]"""
"[-0.592, 0.552, -0.847, -1.443, -2.832, 1.084],""[-1.027, -0.044, 0.157, 3.702, -3.061, -0.595]"""
"[-0.685, 0.563, -0.759, -1.855, -2.893, 0.969],""[-1.019, -0.068, 0.138, 3.748, -3.038, -0.672]"""
"[-0.685, 0.563, -0.759, -1.855, -2.893, 0.969],""[-1.019, -0.068, 0.138, 3.748, -3.038, -0.672]"""
"[-0.685, 0.563, -0.759, -1.855, -2.893, 0.969],""[-1.019, -0.068, 0.138, 3.748, -3.038, -0.672]"""
"[-0.685, 0.563, -0.759, -1.855, -2.893, 0.969],""[-1.019, -0.068, 0.138, 3.748, -3.038, -0.672]"""
"[-0.685, 0.563, -0.759, -1.855, -2.893, 0.969],""[-1.019, -0.068, 0.138, 3.748, -3.038, -0.672]"""
"[-0.685, 0.563, -0.759, -1.855, -2.893, 0.969],""[-1.019, -0.068, 0.138, 3.748, -3.038, -0.672]"""
"[-0.685, 0.563, -0.759, -1.855, -2.893, 0.969],""[-1.019, -0.068, 0.138, 3.748, -3.038, -0.672]"""
"[-0.685, 0.563, -0.759, -1.855, -2.893, 0.969],""[-1.019, -0.068, 0.138, 3.748, -3.038, -0.672]"""
"[-0.791, 0.573, -0.649, -1.55, -3.305, 1.534],""[-1.003, -0.061, 0.099, 3.634, -3.069, -0.634]"""
"[-0.791, 0.573, -0.649, -1.55, -3.305, 1.534],""[-1.003, -0.061, 0.099, 3.634, -3.069, -0.634]"""
"[-0.791, 0.573, -0.649, -1.55, -3.305, 1.534],""[-1.003, -0.061, 0.099, 3.634, -3.069, -0.634]"""
"[-0.791, 0.573, -0.649, -1.55, -3.305, 1.534],""[-1.003, -0.061, 0.099, 3.634, -3.069, -0.634]"""
"[-0.791, 0.573, -0.649, -1.55, -3.305, 1.534],""[-1.003, -0.061, 0.099, 3.634, -3.069, -0.634]"""
"[-0.791, 0.573, -0.649, -1.55, -3.305, 1.534],""[-1.003, -0.061, 0.099, 3.634, -3.069, -0.634]"""
"[-0.791, 0.573, -0.649, -1.55, -3.305, 1.534],""[-1.003, -0.061, 0.099, 3.634, -3.069, -0.634]"""
"[-0.997, 0.581, -0.631, -1.649, -3.71, 1.412],""[-1.028, -0.018, 0.175, 3.672, -3.008, -0.695]"""
"[-0.997, 0.581, -0.631, -1.649, -3.71, 1.412],""[-1.028, -0.018, 0.175, 3.672, -3.008, -0.695]"""
"[-0.997, 0.581, -0.631, -1.649, -3.71, 1.412],""[-1.028, -0.018, 0.175, 3.672, -3.008, -0.695]"""
"[-0.997, 0.581, -0.631, -1.649, -3.71, 1.412],""[-1.028, -0.018, 0.175, 3.672, -3.008, -0.695]"""
"[-0.997, 0.581, -0.631, -1.649, -3.71, 1.412],""[-1.028, -0.018, 0.175, 3.672, -3.008, -0.695]"""
"[-0.997, 0.581, -0.631, -1.649, -3.71, 1.412],""[-1.028, -0.018, 0.175, 3.672, -3.008, -0.695]"""
"[-0.997, 0.581, -0.631, -1.649, -3.71, 1.412],""[-1.028, -0.018, 0.175, 3.672, -3.008, -0.695]"""
"[-1.014, 0.624, -0.542, -1.939, -2.55, 1.321],""[-1.016, -0.08, 0.201, 3.74, -3.046, -0.618]"""
"[-1.014, 0.624, -0.542, -1.939, -2.55, 1.321],""[-1.016, -0.08, 0.201, 3.74, -3.046, -0.618]"""
"[-1.014, 0.624, -0.542, -1.939, -2.55, 1.321],""[-1.016, -0.08, 0.201, 3.74, -3.046, -0.618]"""
"[-1.014, 0.624, -0.542, -1.939, -2.55, 1.321],""[-1.016, -0.08, 0.201, 3.74, -3.046, -0.618]"""
"[-1.014, 0.624, -0.542, -1.939, -2.55, 1.321],""[-1.016, -0.08, 0.201, 3.74, -3.046, -0.618]"""
"[-1.044, 0.639, -0.368, -1.847, -1.84, 1.16],""[-1.023, -0.106, 0.172, 3.733, -3.099, -0.588]"""
"[-1.044, 0.639, -0.368, -1.847, -1.84, 1.16],""[-1.023, -0.106, 0.172, 3.733, -3.099, -0.588]"""
"[-1.044, 0.639, -0.368, -1.847, -1.84, 1.16],""[-1.023, -0.106, 0.172, 3.733, -3.099, -0.588]"""
"[-1.044, 0.639, -0.368, -1.847, -1.84, 1.16],""[-1.023, -0.106, 0.172, 3.733, -3.099, -0.588]"""
"[-1.044, 0.639, -0.368, -1.847, -1.84, 1.16],""[-1.023, -0.106, 0.172, 3.733, -3.099, -0.588]"""
"[-1.044, 0.639, -0.368, -1.847, -1.84, 1.16],""[-1.023, -0.106, 0.172, 3.733, -3.099, -0.588]"""
"[-1.044, 0.639, -0.368, -1.847, -1.84, 1.16],""[-1.023, -0.106, 0.172, 3.733, -3.099, -0.588]"""
"[-1.039, 0.651, -0.302, -1.809, -1.206, 0.893],""[-1.017, -0.055, 0.171, 3.656, -3.092, -0.588]"""
"[-1.039, 0.651, -0.302, -1.809, -1.206, 0.893],""[-1.017, -0.055, 0.171, 3.656, -3.092, -0.588]"""
"[-1.039, 0.651, -0.302, -1.809, -1.206, 0.893],""[-1.017, -0.055, 0.171, 3.656, -3.092, -0.588]"""
"[-1.039, 0.651, -0.302, -1.809, -1.206, 0.893],""[-1.017, -0.055, 0.171, 3.656, -3.092, -0.588]"""
"[-1.039, 0.651, -0.302, -1.809, -1.206, 0.893],""[-1.017, -0.055, 0.171, 3.656, -3.092, -0.588]"""
"[-1.039, 0.651, -0.302, -1.809, -1.206, 0.893],""[-1.017, -0.055, 0.171, 3.656, -3.092, -0.588]"""
"[-1.038, 0.666, -0.253, -2.389, -1.031, 0.679],""[-1.021, -0.063, 0.144, 3.679, -3.061, -0.649]"""
"[-1.038, 0.666, -0.253, -2.389, -1.031, 0.679],""[-1.021, -0.063, 0.144, 3.679, -3.061, -0.649]"""
"[-1.038, 0.666, -0.253, -2.389, -1.031, 0.679],""[-1.021, -0.063, 0.144, 3.679, -3.061, -0.649]"""
"[-1.038, 0.666, -0.253, -2.389, -1.031, 0.679],""[-1.021, -0.063, 0.144, 3.679, -3.061, -0.649]"""
"[-1.038, 0.666, -0.253, -2.389, -1.031, 0.679],""[-1.021, -0.063, 0.144, 3.679, -3.061, -0.649]"""
"[-1.038, 0.666, -0.253, -2.389, -1.031, 0.679],""[-1.021, -0.063, 0.144, 3.679, -3.061, -0.649]"""
"[-1.038, 0.666, -0.253, -2.389, -1.031, 0.679],""[-1.021, -0.063, 0.144, 3.679, -3.061, -0.649]"""
"[-1.066, 0.727, -0.343, -1.702, -0.344, 0.74],""[-1.054, -0.093, 0.223, 3.695, -3.076, -0.603]"""
"[-1.066, 0.727, -0.343, -1.702, -0.344, 0.74],""[-1.054, -0.093, 0.223, 3.695, -3.076, -0.603]"""
"[-1.066, 0.727, -0.343, -1.702, -0.344, 0.74],""[-1.054, -0.093, 0.223, 3.695, -3.076, -0.603]"""
"[-1.066, 0.727, -0.343, -1.702, -0.344, 0.74],""[-1.054, -0.093, 0.223, 3.695, -3.076, -0.603]"""
"[-1.066, 0.727, -0.343, -1.702, -0.344, 0.74],""[-1.054, -0.093, 0.223, 3.695, -3.076, -0.603]"""
"[-1.066, 0.727, -0.343, -1.702, -0.344, 0.74],""[-1.054, -0.093, 0.223, 3.695, -3.076, -0.603]"""
"[-1.066, 0.727, -0.343, -1.702, -0.344, 0.74],""[-1.054, -0.093, 0.223, 3.695, -3.076, -0.603]"""
"[-1.048, 0.664, -0.153, -1.779, -0.198, 0.74],""[-1.005, -0.08, 0.138, 3.695, -3.069, -0.603]"""
"[-1.048, 0.664, -0.153, -1.779, -0.198, 0.74],""[-1.005, -0.08, 0.138, 3.695, -3.069, -0.603]"""
"[-1.048, 0.664, -0.153, -1.779, -0.198, 0.74],""[-1.005, -0.08, 0.138, 3.695, -3.069, -0.603]"""
"[-1.048, 0.664, -0.153, -1.779, -0.198, 0.74],""[-1.005, -0.08, 0.138, 3.695, -3.069, -0.603]"""
"[-1.048, 0.664, -0.153, -1.779, -0.198, 0.74],""[-1.005, -0.08, 0.138, 3.695, -3.069, -0.603]"""
"[-1.048, 0.664, -0.153, -1.779, -0.198, 0.74],""[-1.005, -0.08, 0.138, 3.695, -3.069, -0.603]"""
"[-1.048, 0.664, -0.153, -1.779, -0.198, 0.74],""[-1.005, -0.08, 0.138, 3.695, -3.069, -0.603]"""
"[-1.062, 0.707, -0.128, -1.748, -0.26, 0.718],""[-1.016, -0.092, 0.108, 3.641, -3.046, -0.664]"""
"[-1.062, 0.707, -0.128, -1.748, -0.26, 0.718],""[-1.016, -0.092, 0.108, 3.641, -3.046, -0.664]"""
"[-1.062, 0.707, -0.128, -1.748, -0.26, 0.718],""[-1.016, -0.092, 0.108, 3.641, -3.046, -0.664]"""
"[-1.062, 0.707, -0.128, -1.748, -0.26, 0.718],""[-1.016, -0.092, 0.108, 3.641, -3.046, -0.664]"""
"[-1.062, 0.707, -0.128, -1.748, -0.26, 0.718],""[-1.016, -0.092, 0.108, 3.641, -3.046, -0.664]"""
"[-1.062, 0.707, -0.128, -1.748, -0.26, 0.718],""[-1.016, -0.092, 0.108, 3.641, -3.046, -0.664]"""
"[-1.062, 0.707, -0.128, -1.748, -0.26, 0.718],""[-1.016, -0.092, 0.108, 3.641, -3.046, -0.664]"""
"[-1.062, 0.707, -0.128, -1.748, -0.26, 0.718],""[-1.016, -0.092, 0.108, 3.641, -3.046, -0.664]"""
"[-1.051, 0.703, -0.135, -1.855, -0.031, 0.672],""[-1.026, -0.073, 0.12, 3.618, -3.092, -0.702]"""
"[-1.051, 0.703, -0.135, -1.855, -0.031, 0.672],""[-1.026, -0.073, 0.12, 3.618, -3.092, -0.702]"""
"[-1.051, 0.703, -0.135, -1.855, -0.031, 0.672],""[-1.026, -0.073, 0.12, 3.618, -3.092, -0.702]"""
"[-1.051, 0.703, -0.135, -1.855, -0.031, 0.672],""[-1.026, -0.073, 0.12, 3.618, -3.092, -0.702]"""
"[-1.051, 0.703, -0.135, -1.855, -0.031, 0.672],""[-1.026, -0.073, 0.12, 3.618, -3.092, -0.702]"""
"[-1.051, 0.703, -0.135, -1.855, -0.031, 0.672],""[-1.026, -0.073, 0.12, 3.618, -3.092, -0.702]"""
"[-1.051, 0.703, -0.135, -1.855, -0.031, 0.672],""[-1.026, -0.073, 0.12, 3.618, -3.092, -0.702]"""
"[-1.052, 0.713, -0.129, -1.916, -0.122, 0.473],""[-1.026, -0.073, 0.12, 3.618, -3.092, -0.702]"""
"[-1.052, 0.713, -0.129, -1.916, -0.122, 0.473],""[-1.033, -0.047, 0.088, 3.756, -3.046, -0.557]"""
"[-1.052, 0.713, -0.129, -1.916, -0.122, 0.473],""[-1.033, -0.047, 0.088, 3.756, -3.046, -0.557]"""
"[-1.052, 0.713, -0.129, -1.916, -0.122, 0.473],""[-1.033, -0.047, 0.088, 3.756, -3.046, -0.557]"""
"[-1.052, 0.713, -0.129, -1.916, -0.122, 0.473],""[-1.033, -0.047, 0.088, 3.756, -3.046, -0.557]"""
"[-1.052, 0.713, -0.129, -1.916, -0.122, 0.473],""[-1.033, -0.047, 0.088, 3.756, -3.046, -0.557]"""
"[-1.052, 0.713, -0.129, -1.916, -0.122, 0.473],""[-1.033, -0.047, 0.088, 3.756, -3.046, -0.557]"""
"[-1.057, 0.7, -0.133, -1.718, -0.153, 0.55],""[-1.033, -0.047, 0.088, 3.756, -3.046, -0.557]"""
"[-1.057, 0.7, -0.133, -1.718, -0.153, 0.55],""[-1.027, -0.079, 0.119, 3.756, -3.046, -0.641]"""
"[-1.057, 0.7, -0.133, -1.718, -0.153, 0.55],""[-1.027, -0.079, 0.119, 3.756, -3.046, -0.641]"""
"[-1.057, 0.7, -0.133, -1.718, -0.153, 0.55],""[-1.027, -0.079, 0.119, 3.756, -3.046, -0.641]"""
"[-1.057, 0.7, -0.133, -1.718, -0.153, 0.55],""[-1.027, -0.079, 0.119, 3.756, -3.046, -0.641]"""
"[-1.057, 0.7, -0.133, -1.718, -0.153, 0.55],""[-1.027, -0.079, 0.119, 3.756, -3.046, -0.641]"""
"[-1.057, 0.7, -0.133, -1.718, -0.153, 0.55],""[-1.027, -0.079, 0.119, 3.756, -3.046, -0.641]"""
"[-1.057, 0.7, -0.133, -1.718, -0.153, 0.55],""[-1.027, -0.079, 0.119, 3.756, -3.046, -0.641]"""
"[-1.059, 0.701, -0.126, -1.748, -0.008, 0.565],""[-1.028, -0.065, 0.102, 3.695, -3.092, -0.519]"""
"[-1.059, 0.701, -0.126, -1.748, -0.008, 0.565],""[-1.028, -0.065, 0.102, 3.695, -3.092, -0.519]"""
"[-1.059, 0.701, -0.126, -1.748, -0.008, 0.565],""[-1.028, -0.065, 0.102, 3.695, -3.092, -0.519]"""
"[-1.059, 0.701, -0.126, -1.748, -0.008, 0.565],""[-1.028, -0.065, 0.102, 3.695, -3.092, -0.519]"""
"[-1.059, 0.701, -0.126, -1.748, -0.008, 0.565],""[-1.028, -0.065, 0.102, 3.695, -3.092, -0.519]"""
"[-1.059, 0.701, -0.126, -1.748, -0.008, 0.565],""[-1.028, -0.065, 0.102, 3.695, -3.092, -0.519]"""
"[-1.056, 0.709, -0.133, -1.901, -0.069, 0.519],""[-1.028, -0.065, 0.102, 3.695, -3.092, -0.519]"""
"[-1.056, 0.709, -0.133, -1.901, -0.069, 0.519],""[-1.027, -0.068, 0.084, 3.595, -3.008, -0.649]"""
"[-1.056, 0.709, -0.133, -1.901, -0.069, 0.519],""[-1.027, -0.068, 0.084, 3.595, -3.008, -0.649]"""
"[-1.056, 0.709, -0.133, -1.901, -0.069, 0.519],""[-1.027, -0.068, 0.084, 3.595, -3.008, -0.649]"""
"[-1.056, 0.709, -0.133, -1.901, -0.069, 0.519],""[-1.027, -0.068, 0.084, 3.595, -3.008, -0.649]"""
"[-1.056, 0.709, -0.133, -1.901, -0.069, 0.519],""[-1.027, -0.068, 0.084, 3.595, -3.008, -0.649]"""
"[-1.056, 0.709, -0.133, -1.901, -0.069, 0.519],""[-1.027, -0.068, 0.084, 3.595, -3.008, -0.649]"""
"[-1.057, 0.708, -0.128, -1.756, -0.076, 0.565],""[-1.024, -0.065, 0.1, 3.725, -3.046, -0.618]"""
"[-1.057, 0.708, -0.128, -1.756, -0.076, 0.565],""[-1.024, -0.065, 0.1, 3.725, -3.046, -0.618]"""
"[-1.057, 0.708, -0.128, -1.756, -0.076, 0.565],""[-1.024, -0.065, 0.1, 3.725, -3.046, -0.618]"""
"[-1.057, 0.708, -0.128, -1.756, -0.076, 0.565],""[-1.024, -0.065, 0.1, 3.725, -3.046, -0.618]"""
"[-1.057, 0.708, -0.128, -1.756, -0.076, 0.565],""[-1.024, -0.065, 0.1, 3.725, -3.046, -0.618]"""
"[-1.057, 0.708, -0.128, -1.756, -0.076, 0.565],""[-1.024, -0.065, 0.1, 3.725, -3.046, -0.618]"""
"[-1.057, 0.708, -0.128, -1.756, -0.076, 0.565],""[-1.024, -0.065, 0.1, 3.725, -3.046, -0.618]"""
"[-1.05, 0.712, -0.15, -1.992, -0.153, 0.519],""[-1.024, -0.065, 0.1, 3.725, -3.046, -0.618]"""
"[-1.05, 0.712, -0.15, -1.992, -0.153, 0.519],""[-1.033, -0.068, 0.08, 3.733, -2.939, -0.603]"""
"[-1.05, 0.712, -0.15, -1.992, -0.153, 0.519],""[-1.033, -0.068, 0.08, 3.733, -2.939, -0.603]"""
"[-1.05, 0.712, -0.15, -1.992, -0.153, 0.519],""[-1.033, -0.068, 0.08, 3.733, -2.939, -0.603]"""
"[-1.05, 0.712, -0.15, -1.992, -0.153, 0.519],""[-1.033, -0.068, 0.08, 3.733, -2.939, -0.603]"""
"[-1.05, 0.712, -0.15, -1.992, -0.153, 0.519],""[-1.033, -0.068, 0.08, 3.733, -2.939, -0.603]"""
"[-1.05, 0.712, -0.15, -1.992, -0.153, 0.519],""[-1.033, -0.068, 0.08, 3.733, -2.939, -0.603]"""
"[-1.054, 0.717, -0.14, -1.84, -0.046, 0.565],""[-1.029, -0.059, 0.084, 3.794, -3.084, -0.634]"""
"[-1.054, 0.717, -0.14, -1.84, -0.046, 0.565],""[-1.029, -0.059, 0.084, 3.794, -3.084, -0.634]"""
"[-1.054, 0.717, -0.14, -1.84, -0.046, 0.565],""[-1.029, -0.059, 0.084, 3.794, -3.084, -0.634]"""
"[-1.054, 0.717, -0.14, -1.84, -0.046, 0.565],""[-1.029, -0.059, 0.084, 3.794, -3.084, -0.634]"""
"[-1.054, 0.717, -0.14, -1.84, -0.046, 0.565],""[-1.029, -0.059, 0.084, 3.794, -3.084, -0.634]"""
"[-1.054, 0.717, -0.14, -1.84, -0.046, 0.565],""[-1.029, -0.059, 0.084, 3.794, -3.084, -0.634]"""
"[-1.054, 0.717, -0.14, -1.84, -0.046, 0.565],""[-1.029, -0.059, 0.084, 3.794, -3.084, -0.634]"""
"[-1.058, 0.715, -0.134, -1.756, -0.206, 0.573],""[-1.027, -0.05, 0.098, 3.725, -3.107, -0.58]"""
"[-1.058, 0.715, -0.134, -1.756, -0.206, 0.573],""[-1.027, -0.05, 0.098, 3.725, -3.107, -0.58]"""
"[-1.058, 0.715, -0.134, -1.756, -0.206, 0.573],""[-1.027, -0.05, 0.098, 3.725, -3.107, -0.58]"""
"[-1.058, 0.715, -0.134, -1.756, -0.206, 0.573],""[-1.027, -0.05, 0.098, 3.725, -3.107, -0.58]"""
"[-1.058, 0.715, -0.134, -1.756, -0.206, 0.573],""[-1.027, -0.05, 0.098, 3.725, -3.107, -0.58]"""
"[-1.058, 0.715, -0.134, -1.756, -0.206, 0.573],""[-1.027, -0.05, 0.098, 3.725, -3.107, -0.58]"""
"[-1.06, 0.715, -0.15, -1.863, -0.137, 0.565],""[-1.032, -0.051, 0.107, 3.656, -3.023, -0.649]"""
"[-1.06, 0.715, -0.15, -1.863, -0.137, 0.565],""[-1.032, -0.051, 0.107, 3.656, -3.023, -0.649]"""
"[-1.06, 0.715, -0.15, -1.863, -0.137, 0.565],""[-1.032, -0.051, 0.107, 3.656, -3.023, -0.649]"""
"[-1.06, 0.715, -0.15, -1.863, -0.137, 0.565],""[-1.032, -0.051, 0.107, 3.656, -3.023, -0.649]"""
"[-1.06, 0.715, -0.15, -1.863, -0.137, 0.565],""[-1.032, -0.051, 0.107, 3.656, -3.023, -0.649]"""
"[-1.06, 0.715, -0.15, -1.863, -0.137, 0.565],""[-1.032, -0.051, 0.107, 3.656, -3.023, -0.649]"""
"[-1.056, 0.716, -0.143, -1.863, 0.015, 0.794],""[-1.032, -0.051, 0.107, 3.656, -3.023, -0.649]"""
"[-1.056, 0.716, -0.143, -1.863, 0.015, 0.794],""[-1.024, -0.06, 0.104, 3.725, -3.023, -0.656]"""
"[-1.056, 0.716, -0.143, -1.863, 0.015, 0.794],""[-1.024, -0.06, 0.104, 3.725, -3.023, -0.656]"""
"[-1.056, 0.716, -0.143, -1.863, 0.015, 0.794],""[-1.024, -0.06, 0.104, 3.725, -3.023, -0.656]"""
"[-1.056, 0.716, -0.143, -1.863, 0.015, 0.794],""[-1.024, -0.06, 0.104, 3.725, -3.023, -0.656]"""
"[-1.056, 0.716, -0.143, -1.863, 0.015, 0.794],""[-1.024, -0.06, 0.104, 3.725, -3.023, -0.656]"""
"[-1.056, 0.716, -0.143, -1.863, 0.015, 0.794],""[-1.024, -0.06, 0.104, 3.725, -3.023, -0.656]"""
"[-1.056, 0.716, -0.143, -1.863, 0.015, 0.794],""[-1.024, -0.06, 0.104, 3.725, -3.023, -0.656]"""
"[-1.055, 0.713, -0.142, -1.718, -0.122, 0.511],""[-1.029, -0.064, 0.1, 3.664, -3.107, -0.672]"""
"[-1.055, 0.713, -0.142, -1.718, -0.122, 0.511],""[-1.029, -0.064, 0.1, 3.664, -3.107, -0.672]"""
"[-1.055, 0.713, -0.142, -1.718, -0.122, 0.511],""[-1.029, -0.064, 0.1, 3.664, -3.107, -0.672]"""
"[-1.055, 0.713, -0.142, -1.718, -0.122, 0.511],""[-1.029, -0.064, 0.1, 3.664, -3.107, -0.672]"""
"[-1.055, 0.713, -0.142, -1.718, -0.122, 0.511],""[-1.029, -0.064, 0.1, 3.664, -3.107, -0.672]"""
"[-1.055, 0.713, -0.142, -1.718, -0.122, 0.511],""[-1.029, -0.064, 0.1, 3.664, -3.107, -0.672]"""
"[-1.055, 0.713, -0.142, -1.718, -0.122, 0.511],""[-1.029, -0.064, 0.1, 3.664, -3.107, -0.672]"""
"[-1.049, 0.706, -0.143, -1.832, -0.099, 0.611],""[-1.03, -0.059, 0.109, 3.695, -3.023, -0.618]"""
"[-1.049, 0.706, -0.143, -1.832, -0.099, 0.611],""[-1.03, -0.059, 0.109, 3.695, -3.023, -0.618]"""
"[-1.049, 0.706, -0.143, -1.832, -0.099, 0.611],""[-1.03, -0.059, 0.109, 3.695, -3.023, -0.618]"""
"[-1.049, 0.706, -0.143, -1.832, -0.099, 0.611],""[-1.03, -0.059, 0.109, 3.695, -3.023, -0.618]"""
"[-1.049, 0.706, -0.143, -1.832, -0.099, 0.611],""[-1.03, -0.059, 0.109, 3.695, -3.023, -0.618]"""
"[-1.049, 0.706, -0.143, -1.832, -0.099, 0.611],""[-1.03, -0.059, 0.109, 3.695, -3.023, -0.618]"""
"[-1.058, 0.712, -0.141, -1.756, -0.031, 0.496],""[-1.03, -0.059, 0.109, 3.695, -3.023, -0.618]"""
"[-1.058, 0.712, -0.141, -1.756, -0.031, 0.496],""[-1.039, -0.064, 0.094, 3.725, -2.977, -0.618]"""
"[-1.058, 0.712, -0.141, -1.756, -0.031, 0.496],""[-1.039, -0.064, 0.094, 3.725, -2.977, -0.618]"""
"[-1.058, 0.712, -0.141, -1.756, -0.031, 0.496],""[-1.039, -0.064, 0.094, 3.725, -2.977, -0.618]"""
"[-1.058, 0.712, -0.141, -1.756, -0.031, 0.496],""[-1.039, -0.064, 0.094, 3.725, -2.977, -0.618]"""
"[-1.058, 0.712, -0.141, -1.756, -0.031, 0.496],""[-1.039, -0.064, 0.094, 3.725, -2.977, -0.618]"""
"[-1.058, 0.712, -0.141, -1.756, -0.031, 0.496],""[-1.039, -0.064, 0.094, 3.725, -2.977, -0.618]"""
"[-1.058, 0.712, -0.141, -1.756, -0.031, 0.496],""[-1.039, -0.064, 0.094, 3.725, -2.977, -0.618]"""
"[-1.052, 0.706, -0.138, -1.84, -0.122, 0.58],""[-1.024, -0.057, 0.097, 3.702, -2.977, -0.588]"""
"[-1.052, 0.706, -0.138, -1.84, -0.122, 0.58],""[-1.024, -0.057, 0.097, 3.702, -2.977, -0.588]"""
"[-1.052, 0.706, -0.138, -1.84, -0.122, 0.58],""[-1.024, -0.057, 0.097, 3.702, -2.977, -0.588]"""
